time,particle_id,x,y,z,vx,vy,vz,EK
0.791,1,1.2973,0.712041,0,0.712041,0.702702,0,0.500396
0.792,1,1.29801,0.712744,0,0.712744,0.70199,0,0.500397
0.793,1,1.29872,0.713446,0,0.713446,0.701277,0,0.500397
0.794,1,1.29944,0.714147,0,0.714147,0.700563,0,0.500398
0.795,1,1.30015,0.714848,0,0.714848,0.699849,0,0.500398
0.796,1,1.30087,0.715548,0,0.715548,0.699134,0,0.500399
0.797,1,1.30158,0.716247,0,0.716247,0.698419,0,0.500399
0.798,1,1.3023,0.716945,0,0.716945,0.697703,0,0.5004
0.799,1,1.30301,0.717643,0,0.717643,0.696986,0,0.5004
0.8,1,1.30373,0.71834,0,0.71834,0.696268,0,0.500401
0.801,1,1.30445,0.719036,0,0.719036,0.69555,0,0.500401
0.802,1,1.30517,0.719732,0,0.719732,0.694831,0,0.500402
0.803,1,1.30589,0.720427,0,0.720427,0.694111,0,0.500402
0.804,1,1.30661,0.721121,0,0.721121,0.69339,0,0.500403
0.805,1,1.30733,0.721814,0,0.721814,0.692669,0,0.500403
0.806,1,1.30805,0.722507,0,0.722507,0.691948,0,0.500404
0.807,1,1.30877,0.723199,0,0.723199,0.691225,0,0.500404
0.808,1,1.3095,0.72389,0,0.72389,0.690502,0,0.500405
0.809,1,1.31022,0.72458,0,0.72458,0.689778,0,0.500405
0.81,1,1.31095,0.72527,0,0.72527,0.689053,0,0.500406
0.811,1,1.31167,0.725959,0,0.725959,0.688328,0,0.500406
0.812,1,1.3124,0.726648,0,0.726648,0.687602,0,0.500407
0.813,1,1.31312,0.727335,0,0.727335,0.686875,0,0.500407
0.814,1,1.31385,0.728022,0,0.728022,0.686148,0,0.500408
0.815,1,1.31458,0.728708,0,0.728708,0.68542,0,0.500408
0.816,1,1.31531,0.729394,0,0.729394,0.684691,0,0.500409
0.817,1,1.31604,0.730078,0,0.730078,0.683962,0,0.500409
0.818,1,1.31677,0.730762,0,0.730762,0.683232,0,0.50041
0.819,1,1.3175,0.731445,0,0.731445,0.682501,0,0.50041
0.82,1,1.31823,0.732128,0,0.732128,0.68177,0,0.500411
0.821,1,1.31896,0.73281,0,0.73281,0.681038,0,0.500411
0.822,1,1.3197,0.733491,0,0.733491,0.680305,0,0.500412
0.823,1,1.32043,0.734171,0,0.734171,0.679571,0,0.500412
0.824,1,1.32116,0.734851,0,0.734851,0.678837,0,0.500413
0.825,1,1.3219,0.735529,0,0.735529,0.678102,0,0.500413
0.826,1,1.32263,0.736208,0,0.736208,0.677367,0,0.500414
0.827,1,1.32337,0.736885,0,0.736885,0.676631,0,0.500414
0.828,1,1.32411,0.737562,0,0.737562,0.675894,0,0.500415
0.829,1,1.32484,0.738237,0,0.738237,0.675156,0,0.500415
0.83,1,1.32558,0.738913,0,0.738913,0.674418,0,0.500416
0.831,1,1.32632,0.739587,0,0.739587,0.673679,0,0.500416
0.832,1,1.32706,0.740261,0,0.740261,0.672939,0,0.500417
0.833,1,1.3278,0.740934,0,0.740934,0.672199,0,0.500417
0.834,1,1.32854,0.741606,0,0.741606,0.671458,0,0.500418
0.835,1,1.32928,0.742277,0,0.742277,0.670717,0,0.500418
0.836,1,1.33003,0.742948,0,0.742948,0.669974,0,0.500419
0.837,1,1.33077,0.743618,0,0.743618,0.669231,0,0.500419
0.838,1,1.33151,0.744287,0,0.744287,0.668488,0,0.50042
0.839,1,1.33226,0.744956,0,0.744956,0.667743,0,0.50042
0.84,1,1.333,0.745623,0,0.745623,0.666998,0,0.500421
0.841,1,1.33375,0.74629,0,0.74629,0.666253,0,0.500421
0.842,1,1.33449,0.746957,0,0.746957,0.665507,0,0.500422
0.843,1,1.33524,0.747622,0,0.747622,0.66476,0,0.500422
0.844,1,1.33599,0.748287,0,0.748287,0.664012,0,0.500423
0.845,1,1.33674,0.748951,0,0.748951,0.663264,0,0.500423
0.846,1,1.33749,0.749614,0,0.749614,0.662515,0,0.500424
0.847,1,1.33823,0.750277,0,0.750277,0.661765,0,0.500424
0.848,1,1.33899,0.750939,0,0.750939,0.661015,0,0.500425
0.849,1,1.33974,0.7516,0,0.7516,0.660264,0,0.500425
0.85,1,1.34049,0.75226,0,0.75226,0.659512,0,0.500426
0.851,1,1.34124,0.752919,0,0.752919,0.65876,0,0.500426
0.852,1,1.34199,0.753578,0,0.753578,0.658007,0,0.500427
0.853,1,1.34275,0.754236,0,0.754236,0.657254,0,0.500427
0.854,1,1.3435,0.754893,0,0.754893,0.656499,0,0.500428
0.855,1,1.34426,0.75555,0,0.75555,0.655744,0,0.500428
0.856,1,1.34501,0.756206,0,0.756206,0.654989,0,0.500429
0.857,1,1.34577,0.756861,0,0.756861,0.654233,0,0.500429
0.858,1,1.34652,0.757515,0,0.757515,0.653476,0,0.50043
0.859,1,1.34728,0.758168,0,0.758168,0.652718,0,0.50043
0.86,1,1.34804,0.758821,0,0.758821,0.65196,0,0.500431
0.861,1,1.3488,0.759473,0,0.759473,0.651201,0,0.500431
0.862,1,1.34956,0.760124,0,0.760124,0.650442,0,0.500432
0.863,1,1.35032,0.760775,0,0.760775,0.649682,0,0.500432
0.864,1,1.35108,0.761424,0,0.761424,0.648921,0,0.500433
0.865,1,1.35184,0.762073,0,0.762073,0.64816,0,0.500433
0.866,1,1.3526,0.762721,0,0.762721,0.647397,0,0.500434
0.867,1,1.35337,0.763369,0,0.763369,0.646635,0,0.500434
0.868,1,1.35413,0.764015,0,0.764015,0.645871,0,0.500435
0.869,1,1.35489,0.764661,0,0.764661,0.645107,0,0.500435
0.87,1,1.35566,0.765306,0,0.765306,0.644343,0,0.500436
0.871,1,1.35642,0.765951,0,0.765951,0.643577,0,0.500436
0.872,1,1.35719,0.766594,0,0.766594,0.642811,0,0.500437
0.873,1,1.35796,0.767237,0,0.767237,0.642045,0,0.500437
0.874,1,1.35872,0.767879,0,0.767879,0.641278,0,0.500438
0.875,1,1.35949,0.76852,0,0.76852,0.64051,0,0.500438
0.876,1,1.36026,0.769161,0,0.769161,0.639741,0,0.500439
0.877,1,1.36103,0.769801,0,0.769801,0.638972,0,0.500439
0.878,1,1.3618,0.77044,0,0.77044,0.638202,0,0.50044
0.879,1,1.36257,0.771078,0,0.771078,0.637432,0,0.50044
0.88,1,1.36334,0.771715,0,0.771715,0.636661,0,0.500441
0.881,1,1.36411,0.772352,0,0.772352,0.635889,0,0.500441
0.882,1,1.36488,0.772988,0,0.772988,0.635117,0,0.500442
0.883,1,1.36566,0.773623,0,0.773623,0.634344,0,0.500442
0.884,1,1.36643,0.774257,0,0.774257,0.63357,0,0.500443
0.885,1,1.3672,0.774891,0,0.774891,0.632796,0,0.500443
0.886,1,1.36798,0.775524,0,0.775524,0.632021,0,0.500444
0.887,1,1.36875,0.776156,0,0.776156,0.631245,0,0.500444
0.888,1,1.36953,0.776787,0,0.776787,0.630469,0,0.500445
0.889,1,1.37031,0.777417,0,0.777417,0.629692,0,0.500445
0.89,1,1.37109,0.778047,0,0.778047,0.628915,0,0.500446
0.891,1,1.37186,0.778676,0,0.778676,0.628137,0,0.500446
0.892,1,1.37264,0.779304,0,0.779304,0.627358,0,0.500447
0.893,1,1.37342,0.779932,0,0.779932,0.626579,0,0.500447
0.894,1,1.3742,0.780558,0,0.780558,0.625799,0,0.500448
0.895,1,1.37498,0.781184,0,0.781184,0.625018,0,0.500448
0.896,1,1.37576,0.781809,0,0.781809,0.624237,0,0.500449
0.897,1,1.37654,0.782433,0,0.782433,0.623455,0,0.500449
0.898,1,1.37733,0.783057,0,0.783057,0.622673,0,0.50045
0.899,1,1.37811,0.783679,0,0.783679,0.62189,0,0.50045
0.9,1,1.37889,0.784301,0,0.784301,0.621106,0,0.500451
0.901,1,1.37968,0.784922,0,0.784922,0.620322,0,0.500451
0.902,1,1.38046,0.785543,0,0.785543,0.619537,0,0.500452
0.903,1,1.38125,0.786162,0,0.786162,0.618752,0,0.500452
0.904,1,1.38203,0.786781,0,0.786781,0.617965,0,0.500453
0.905,1,1.38282,0.787399,0,0.787399,0.617179,0,0.500453
0.906,1,1.38361,0.788016,0,0.788016,0.616391,0,0.500454
0.907,1,1.3844,0.788632,0,0.788632,0.615603,0,0.500454
0.908,1,1.38519,0.789248,0,0.789248,0.614815,0,0.500455
0.909,1,1.38597,0.789863,0,0.789863,0.614025,0,0.500455
0.91,1,1.38676,0.790477,0,0.790477,0.613235,0,0.500456
0.911,1,1.38756,0.79109,0,0.79109,0.612445,0,0.500456
0.912,1,1.38835,0.791703,0,0.791703,0.611654,0,0.500457
0.913,1,1.38914,0.792314,0,0.792314,0.610862,0,0.500457
0.914,1,1.38993,0.792925,0,0.792925,0.61007,0,0.500458
0.915,1,1.39072,0.793535,0,0.793535,0.609277,0,0.500458
0.916,1,1.39152,0.794144,0,0.794144,0.608483,0,0.500459
0.917,1,1.39231,0.794753,0,0.794753,0.607689,0,0.500459
0.918,1,1.39311,0.795361,0,0.795361,0.606895,0,0.50046
0.919,1,1.3939,0.795967,0,0.795967,0.606099,0,0.50046
0.92,1,1.3947,0.796574,0,0.796574,0.605303,0,0.500461
0.921,1,1.39549,0.797179,0,0.797179,0.604507,0,0.500461
0.922,1,1.39629,0.797783,0,0.797783,0.603709,0,0.500462
0.923,1,1.39709,0.798387,0,0.798387,0.602912,0,0.500462
0.924,1,1.39789,0.79899,0,0.79899,0.602113,0,0.500463
0.925,1,1.39869,0.799592,0,0.799592,0.601314,0,0.500463
0.926,1,1.39949,0.800193,0,0.800193,0.600515,0,0.500464
0.927,1,1.40029,0.800794,0,0.800794,0.599714,0,0.500464
0.928,1,1.40109,0.801394,0,0.801394,0.598914,0,0.500465
0.929,1,1.40189,0.801993,0,0.801993,0.598112,0,0.500465
0.93,1,1.40269,0.802591,0,0.802591,0.59731,0,0.500466
0.931,1,1.40349,0.803188,0,0.803188,0.596508,0,0.500466
0.932,1,1.4043,0.803785,0,0.803785,0.595705,0,0.500467
0.933,1,1.4051,0.80438,0,0.80438,0.594901,0,0.500467
0.934,1,1.4059,0.804975,0,0.804975,0.594096,0,0.500468
0.935,1,1.40671,0.805569,0,0.805569,0.593291,0,0.500468
0.936,1,1.40751,0.806163,0,0.806163,0.592486,0,0.500469
0.937,1,1.40832,0.806755,0,0.806755,0.59168,0,0.500469
0.938,1,1.40913,0.807347,0,0.807347,0.590873,0,0.50047
0.939,1,1.40993,0.807938,0,0.807938,0.590066,0,0.50047
0.94,1,1.41074,0.808528,0,0.808528,0.589258,0,0.500471
0.941,1,1.41155,0.809117,0,0.809117,0.588449,0,0.500471
0.942,1,1.41236,0.809705,0,0.809705,0.58764,0,0.500472
0.943,1,1.41317,0.810293,0,0.810293,0.58683,0,0.500472
0.944,1,1.41398,0.81088,0,0.81088,0.58602,0,0.500473
0.945,1,1.41479,0.811466,0,0.811466,0.585209,0,0.500473
0.946,1,1.4156,0.812051,0,0.812051,0.584398,0,0.500474
0.947,1,1.41641,0.812635,0,0.812635,0.583586,0,0.500474
0.948,1,1.41723,0.813219,0,0.813219,0.582773,0,0.500475
0.949,1,1.41804,0.813802,0,0.813802,0.58196,0,0.500475
0.95,1,1.41885,0.814384,0,0.814384,0.581146,0,0.500476
0.951,1,1.41967,0.814965,0,0.814965,0.580332,0,0.500476
0.952,1,1.42048,0.815545,0,0.815545,0.579517,0,0.500477
0.953,1,1.4213,0.816125,0,0.816125,0.578701,0,0.500477
0.954,1,1.42212,0.816703,0,0.816703,0.577885,0,0.500478
0.955,1,1.42293,0.817281,0,0.817281,0.577068,0,0.500478
0.956,1,1.42375,0.817858,0,0.817858,0.576251,0,0.500479
0.957,1,1.42457,0.818435,0,0.818435,0.575433,0,0.500479
0.958,1,1.42539,0.81901,0,0.81901,0.574615,0,0.50048
0.959,1,1.4262,0.819585,0,0.819585,0.573796,0,0.50048
0.96,1,1.42702,0.820158,0,0.820158,0.572976,0,0.500481
0.961,1,1.42784,0.820731,0,0.820731,0.572156,0,0.500481
0.962,1,1.42866,0.821304,0,0.821304,0.571335,0,0.500482
0.963,1,1.42949,0.821875,0,0.821875,0.570514,0,0.500482
0.964,1,1.43031,0.822445,0,0.822445,0.569692,0,0.500483
0.965,1,1.43113,0.823015,0,0.823015,0.56887,0,0.500483
0.966,1,1.43195,0.823584,0,0.823584,0.568046,0,0.500484
0.967,1,1.43278,0.824152,0,0.824152,0.567223,0,0.500484
0.968,1,1.4336,0.824719,0,0.824719,0.566399,0,0.500485
0.969,1,1.43443,0.825286,0,0.825286,0.565574,0,0.500485
0.97,1,1.43525,0.825851,0,0.825851,0.564749,0,0.500486
0.971,1,1.43608,0.826416,0,0.826416,0.563923,0,0.500486
0.972,1,1.4369,0.82698,0,0.82698,0.563096,0,0.500487
0.973,1,1.43773,0.827543,0,0.827543,0.56227,0,0.500487
0.974,1,1.43856,0.828105,0,0.828105,0.561442,0,0.500488
0.975,1,1.43939,0.828667,0,0.828667,0.560614,0,0.500488
0.976,1,1.44021,0.829227,0,0.829227,0.559785,0,0.500489
0.977,1,1.44104,0.829787,0,0.829787,0.558956,0,0.500489
0.978,1,1.44187,0.830346,0,0.830346,0.558126,0,0.50049
0.979,1,1.4427,0.830904,0,0.830904,0.557296,0,0.50049
0.98,1,1.44354,0.831462,0,0.831462,0.556465,0,0.500491
0.981,1,1.44437,0.832018,0,0.832018,0.555633,0,0.500491
0.982,1,1.4452,0.832574,0,0.832574,0.554801,0,0.500492
0.983,1,1.44603,0.833128,0,0.833128,0.553969,0,0.500492
0.984,1,1.44686,0.833682,0,0.833682,0.553136,0,0.500493
0.985,1,1.4477,0.834236,0,0.834236,0.552302,0,0.500493
0.986,1,1.44853,0.834788,0,0.834788,0.551468,0,0.500494
0.987,1,1.44937,0.835339,0,0.835339,0.550633,0,0.500494
0.988,1,1.4502,0.83589,0,0.83589,0.549798,0,0.500495
0.989,1,1.45104,0.83644,0,0.83644,0.548962,0,0.500495
0.99,1,1.45187,0.836989,0,0.836989,0.548125,0,0.500496
0.991,1,1.45271,0.837537,0,0.837537,0.547288,0,0.500496
0.992,1,1.45355,0.838084,0,0.838084,0.546451,0,0.500497
0.993,1,1.45439,0.838631,0,0.838631,0.545613,0,0.500497
0.994,1,1.45523,0.839176,0,0.839176,0.544774,0,0.500498
0.995,1,1.45607,0.839721,0,0.839721,0.543935,0,0.500498
0.996,1,1.4569,0.840265,0,0.840265,0.543095,0,0.500499
0.997,1,1.45775,0.840808,0,0.840808,0.542255,0,0.500499
0.998,1,1.45859,0.84135,0,0.84135,0.541414,0,0.5005
0.999,1,1.45943,0.841892,0,0.841892,0.540573,0,0.5005
