time,particle_id,x,y,z,vx,vy,vz,EK
0.392,1,1.07605,0.383037,0,0.383037,0.923946,0,0.500197
0.393,1,1.07644,0.383961,0,0.383961,0.923563,0,0.500197
0.394,1,1.07682,0.384884,0,0.384884,0.923179,0,0.500198
0.395,1,1.07721,0.385807,0,0.385807,0.922794,0,0.500198
0.396,1,1.07759,0.38673,0,0.38673,0.922408,0,0.500199
0.397,1,1.07798,0.387652,0,0.387652,0.922022,0,0.500199
0.398,1,1.07837,0.388574,0,0.388574,0.921634,0,0.5002
0.399,1,1.07875,0.389496,0,0.389496,0.921245,0,0.5002
0.4,1,1.07914,0.390417,0,0.390417,0.920856,0,0.500201
0.401,1,1.07953,0.391338,0,0.391338,0.920465,0,0.500201
0.402,1,1.07993,0.392259,0,0.392259,0.920074,0,0.500202
0.403,1,1.08032,0.393179,0,0.393179,0.919682,0,0.500202
0.404,1,1.08071,0.394098,0,0.394098,0.919289,0,0.500203
0.405,1,1.08111,0.395018,0,0.395018,0.918894,0,0.500203
0.406,1,1.0815,0.395937,0,0.395937,0.918499,0,0.500204
0.407,1,1.0819,0.396855,0,0.396855,0.918104,0,0.500204
0.408,1,1.08229,0.397773,0,0.397773,0.917707,0,0.500205
0.409,1,1.08269,0.398691,0,0.398691,0.917309,0,0.500205
0.41,1,1.08309,0.399608,0,0.399608,0.91691,0,0.500206
0.411,1,1.08349,0.400525,0,0.400525,0.916511,0,0.500206
0.412,1,1.08389,0.401442,0,0.401442,0.91611,0,0.500207
0.413,1,1.08429,0.402358,0,0.402358,0.915709,0,0.500207
0.414,1,1.08469,0.403273,0,0.403273,0.915306,0,0.500208
0.415,1,1.0851,0.404189,0,0.404189,0.914903,0,0.500208
0.416,1,1.0855,0.405104,0,0.405104,0.914499,0,0.500209
0.417,1,1.08591,0.406018,0,0.406018,0.914094,0,0.500209
0.418,1,1.08631,0.406932,0,0.406932,0.913688,0,0.50021
0.419,1,1.08672,0.407846,0,0.407846,0.913281,0,0.50021
0.42,1,1.08713,0.408759,0,0.408759,0.912873,0,0.500211
0.421,1,1.08754,0.409672,0,0.409672,0.912464,0,0.500211
0.422,1,1.08795,0.410585,0,0.410585,0.912054,0,0.500212
0.423,1,1.08836,0.411497,0,0.411497,0.911644,0,0.500212
0.424,1,1.08877,0.412408,0,0.412408,0.911232,0,0.500213
0.425,1,1.08918,0.41332,0,0.41332,0.91082,0,0.500213
0.426,1,1.08959,0.41423,0,0.41423,0.910407,0,0.500214
0.427,1,1.09001,0.415141,0,0.415141,0.909992,0,0.500214
0.428,1,1.09042,0.416051,0,0.416051,0.909577,0,0.500215
0.429,1,1.09084,0.41696,0,0.41696,0.909161,0,0.500215
0.43,1,1.09126,0.417869,0,0.417869,0.908744,0,0.500216
0.431,1,1.09167,0.418778,0,0.418778,0.908326,0,0.500216
0.432,1,1.09209,0.419687,0,0.419687,0.907908,0,0.500217
0.433,1,1.09251,0.420594,0,0.420594,0.907488,0,0.500217
0.434,1,1.09293,0.421502,0,0.421502,0.907067,0,0.500218
0.435,1,1.09335,0.422409,0,0.422409,0.906646,0,0.500218
0.436,1,1.09378,0.423316,0,0.423316,0.906223,0,0.500219
0.437,1,1.0942,0.424222,0,0.424222,0.9058,0,0.500219
0.438,1,1.09462,0.425128,0,0.425128,0.905376,0,0.50022
0.439,1,1.09505,0.426033,0,0.426033,0.904951,0,0.50022
0.44,1,1.09548,0.426938,0,0.426938,0.904525,0,0.500221
0.441,1,1.0959,0.427843,0,0.427843,0.904098,0,0.500221
0.442,1,1.09633,0.428747,0,0.428747,0.90367,0,0.500222
0.443,1,1.09676,0.42965,0,0.42965,0.903241,0,0.500222
0.444,1,1.09719,0.430554,0,0.430554,0.902812,0,0.500223
0.445,1,1.09762,0.431456,0,0.431456,0.902381,0,0.500223
0.446,1,1.09805,0.432359,0,0.432359,0.90195,0,0.500224
0.447,1,1.09848,0.433261,0,0.433261,0.901517,0,0.500224
0.448,1,1.09892,0.434162,0,0.434162,0.901084,0,0.500225
0.449,1,1.09935,0.435063,0,0.435063,0.90065,0,0.500225
0.45,1,1.09979,0.435964,0,0.435964,0.900215,0,0.500226
0.451,1,1.10022,0.436864,0,0.436864,0.899779,0,0.500226
0.452,1,1.10066,0.437764,0,0.437764,0.899342,0,0.500227
0.453,1,1.1011,0.438663,0,0.438663,0.898904,0,0.500227
0.454,1,1.10153,0.439562,0,0.439562,0.898465,0,0.500228
0.455,1,1.10197,0.440461,0,0.440461,0.898026,0,0.500228
0.456,1,1.10241,0.441359,0,0.441359,0.897585,0,0.500229
0.457,1,1.10286,0.442256,0,0.442256,0.897144,0,0.500229
0.458,1,1.1033,0.443153,0,0.443153,0.896702,0,0.50023
0.459,1,1.10374,0.44405,0,0.44405,0.896259,0,0.50023
0.46,1,1.10419,0.444946,0,0.444946,0.895815,0,0.500231
0.461,1,1.10463,0.445842,0,0.445842,0.89537,0,0.500231
0.462,1,1.10508,0.446738,0,0.446738,0.894924,0,0.500232
0.463,1,1.10552,0.447632,0,0.447632,0.894477,0,0.500232
0.464,1,1.10597,0.448527,0,0.448527,0.894029,0,0.500233
0.465,1,1.10642,0.449421,0,0.449421,0.893581,0,0.500233
0.466,1,1.10687,0.450315,0,0.450315,0.893132,0,0.500234
0.467,1,1.10732,0.451208,0,0.451208,0.892681,0,0.500234
0.468,1,1.10777,0.4521,0,0.4521,0.89223,0,0.500235
0.469,1,1.10822,0.452993,0,0.452993,0.891778,0,0.500235
0.47,1,1.10868,0.453884,0,0.453884,0.891325,0,0.500236
0.471,1,1.10913,0.454776,0,0.454776,0.890871,0,0.500236
0.472,1,1.10958,0.455667,0,0.455667,0.890416,0,0.500237
0.473,1,1.11004,0.456557,0,0.456557,0.889961,0,0.500237
0.474,1,1.1105,0.457447,0,0.457447,0.889504,0,0.500238
0.475,1,1.11095,0.458336,0,0.458336,0.889047,0,0.500238
0.476,1,1.11141,0.459225,0,0.459225,0.888588,0,0.500239
0.477,1,1.11187,0.460114,0,0.460114,0.888129,0,0.500239
0.478,1,1.11233,0.461002,0,0.461002,0.887669,0,0.50024
0.479,1,1.11279,0.46189,0,0.46189,0.887208,0,0.50024
0.48,1,1.11325,0.462777,0,0.462777,0.886746,0,0.500241
0.481,1,1.11372,0.463664,0,0.463664,0.886283,0,0.500241
0.482,1,1.11418,0.46455,0,0.46455,0.88582,0,0.500242
0.483,1,1.11464,0.465436,0,0.465436,0.885355,0,0.500242
0.484,1,1.11511,0.466321,0,0.466321,0.88489,0,0.500243
0.485,1,1.11558,0.467206,0,0.467206,0.884423,0,0.500243
0.486,1,1.11604,0.468091,0,0.468091,0.883956,0,0.500244
0.487,1,1.11651,0.468975,0,0.468975,0.883488,0,0.500244
0.488,1,1.11698,0.469858,0,0.469858,0.883019,0,0.500245
0.489,1,1.11745,0.470741,0,0.470741,0.882549,0,0.500245
0.49,1,1.11792,0.471624,0,0.471624,0.882078,0,0.500246
0.491,1,1.11839,0.472506,0,0.472506,0.881607,0,0.500246
0.492,1,1.11887,0.473387,0,0.473387,0.881134,0,0.500247
0.493,1,1.11934,0.474268,0,0.474268,0.880661,0,0.500247
0.494,1,1.11981,0.475149,0,0.475149,0.880187,0,0.500248
0.495,1,1.12029,0.476029,0,0.476029,0.879711,0,0.500248
0.496,1,1.12076,0.476909,0,0.476909,0.879235,0,0.500249
0.497,1,1.12124,0.477788,0,0.477788,0.878759,0,0.500249
0.498,1,1.12172,0.478667,0,0.478667,0.878281,0,0.50025
0.499,1,1.1222,0.479545,0,0.479545,0.877802,0,0.50025
0.5,1,1.12268,0.480423,0,0.480423,0.877323,0,0.500251
0.501,1,1.12316,0.4813,0,0.4813,0.876842,0,0.500251
0.502,1,1.12364,0.482177,0,0.482177,0.876361,0,0.500252
0.503,1,1.12412,0.483054,0,0.483054,0.875879,0,0.500252
0.504,1,1.1246,0.483929,0,0.483929,0.875396,0,0.500253
0.505,1,1.12509,0.484805,0,0.484805,0.874912,0,0.500253
0.506,1,1.12557,0.48568,0,0.48568,0.874427,0,0.500254
0.507,1,1.12606,0.486554,0,0.486554,0.873941,0,0.500254
0.508,1,1.12655,0.487428,0,0.487428,0.873455,0,0.500255
0.509,1,1.12703,0.488302,0,0.488302,0.872967,0,0.500255
0.51,1,1.12752,0.489175,0,0.489175,0.872479,0,0.500256
0.511,1,1.12801,0.490047,0,0.490047,0.87199,0,0.500256
0.512,1,1.1285,0.490919,0,0.490919,0.8715,0,0.500257
0.513,1,1.12899,0.491791,0,0.491791,0.871009,0,0.500257
0.514,1,1.12948,0.492662,0,0.492662,0.870517,0,0.500258
0.515,1,1.12998,0.493532,0,0.493532,0.870024,0,0.500258
0.516,1,1.13047,0.494402,0,0.494402,0.869531,0,0.500259
0.517,1,1.13096,0.495272,0,0.495272,0.869036,0,0.500259
0.518,1,1.13146,0.496141,0,0.496141,0.868541,0,0.50026
0.519,1,1.13196,0.497009,0,0.497009,0.868045,0,0.50026
0.52,1,1.13245,0.497877,0,0.497877,0.867548,0,0.500261
0.521,1,1.13295,0.498745,0,0.498745,0.86705,0,0.500261
0.522,1,1.13345,0.499612,0,0.499612,0.866551,0,0.500262
0.523,1,1.13395,0.500478,0,0.500478,0.866052,0,0.500262
0.524,1,1.13445,0.501344,0,0.501344,0.865551,0,0.500263
0.525,1,1.13495,0.50221,0,0.50221,0.86505,0,0.500263
0.526,1,1.13545,0.503075,0,0.503075,0.864548,0,0.500264
0.527,1,1.13596,0.50394,0,0.50394,0.864045,0,0.500264
0.528,1,1.13646,0.504804,0,0.504804,0.863541,0,0.500265
0.529,1,1.13696,0.505667,0,0.505667,0.863036,0,0.500265
0.53,1,1.13747,0.50653,0,0.50653,0.86253,0,0.500266
0.531,1,1.13798,0.507393,0,0.507393,0.862024,0,0.500266
0.532,1,1.13848,0.508255,0,0.508255,0.861516,0,0.500267
0.533,1,1.13899,0.509116,0,0.509116,0.861008,0,0.500267
0.534,1,1.1395,0.509977,0,0.509977,0.860499,0,0.500268
0.535,1,1.14001,0.510838,0,0.510838,0.859989,0,0.500268
0.536,1,1.14052,0.511698,0,0.511698,0.859478,0,0.500269
0.537,1,1.14103,0.512557,0,0.512557,0.858966,0,0.500269
0.538,1,1.14155,0.513416,0,0.513416,0.858454,0,0.50027
0.539,1,1.14206,0.514275,0,0.514275,0.85794,0,0.50027
0.54,1,1.14257,0.515133,0,0.515133,0.857426,0,0.500271
0.541,1,1.14309,0.51599,0,0.51599,0.856911,0,0.500271
0.542,1,1.14361,0.516847,0,0.516847,0.856395,0,0.500272
0.543,1,1.14412,0.517703,0,0.517703,0.855878,0,0.500272
0.544,1,1.14464,0.518559,0,0.518559,0.85536,0,0.500273
0.545,1,1.14516,0.519415,0,0.519415,0.854842,0,0.500273
0.546,1,1.14568,0.520269,0,0.520269,0.854322,0,0.500274
0.547,1,1.1462,0.521124,0,0.521124,0.853802,0,0.500274
0.548,1,1.14672,0.521978,0,0.521978,0.853281,0,0.500275
0.549,1,1.14724,0.522831,0,0.522831,0.852759,0,0.500275
0.55,1,1.14776,0.523684,0,0.523684,0.852236,0,0.500276
0.551,1,1.14829,0.524536,0,0.524536,0.851713,0,0.500276
0.552,1,1.14881,0.525388,0,0.525388,0.851188,0,0.500277
0.553,1,1.14934,0.526239,0,0.526239,0.850663,0,0.500277
0.554,1,1.14986,0.527089,0,0.527089,0.850136,0,0.500278
0.555,1,1.15039,0.52794,0,0.52794,0.849609,0,0.500278
0.556,1,1.15092,0.528789,0,0.528789,0.849081,0,0.500279
0.557,1,1.15145,0.529638,0,0.529638,0.848553,0,0.500279
0.558,1,1.15198,0.530487,0,0.530487,0.848023,0,0.50028
0.559,1,1.15251,0.531335,0,0.531335,0.847492,0,0.50028
0.56,1,1.15304,0.532182,0,0.532182,0.846961,0,0.500281
0.561,1,1.15357,0.533029,0,0.533029,0.846429,0,0.500281
0.562,1,1.1541,0.533876,0,0.533876,0.845896,0,0.500282
0.563,1,1.15464,0.534722,0,0.534722,0.845362,0,0.500282
0.564,1,1.15517,0.535567,0,0.535567,0.844827,0,0.500283
0.565,1,1.15571,0.536412,0,0.536412,0.844292,0,0.500283
0.566,1,1.15624,0.537256,0,0.537256,0.843755,0,0.500284
0.567,1,1.15678,0.5381,0,0.5381,0.843218,0,0.500284
0.568,1,1.15732,0.538943,0,0.538943,0.84268,0,0.500285
0.569,1,1.15786,0.539786,0,0.539786,0.842141,0,0.500285
0.57,1,1.1584,0.540628,0,0.540628,0.841601,0,0.500286
0.571,1,1.15894,0.541469,0,0.541469,0.841061,0,0.500286
0.572,1,1.15948,0.542311,0,0.542311,0.840519,0,0.500287
0.573,1,1.16002,0.543151,0,0.543151,0.839977,0,0.500287
0.574,1,1.16057,0.543991,0,0.543991,0.839434,0,0.500288
0.575,1,1.16111,0.54483,0,0.54483,0.83889,0,0.500288
0.576,1,1.16166,0.545669,0,0.545669,0.838345,0,0.500289
0.577,1,1.1622,0.546508,0,0.546508,0.837799,0,0.500289
0.578,1,1.16275,0.547345,0,0.547345,0.837253,0,0.50029
0.579,1,1.16329,0.548183,0,0.548183,0.836705,0,0.50029
0.58,1,1.16384,0.549019,0,0.549019,0.836157,0,0.500291
0.581,1,1.16439,0.549856,0,0.549856,0.835608,0,0.500291
0.582,1,1.16494,0.550691,0,0.550691,0.835058,0,0.500292
0.583,1,1.16549,0.551526,0,0.551526,0.834508,0,0.500292
0.584,1,1.16604,0.552361,0,0.552361,0.833956,0,0.500293
0.585,1,1.1666,0.553195,0,0.553195,0.833404,0,0.500293
0.586,1,1.16715,0.554028,0,0.554028,0.832851,0,0.500294
0.587,1,1.1677,0.554861,0,0.554861,0.832297,0,0.500294
0.588,1,1.16826,0.555693,0,0.555693,0.831742,0,0.500295
0.589,1,1.16881,0.556525,0,0.556525,0.831186,0,0.500295
0.59,1,1.16937,0.557356,0,0.557356,0.830629,0,0.500296
0.591,1,1.16993,0.558187,0,0.558187,0.830072,0,0.500296
0.592,1,1.17049,0.559017,0,0.559017,0.829514,0,0.500297
0.593,1,1.17105,0.559846,0,0.559846,0.828955,0,0.500297
0.594,1,1.1716,0.560675,0,0.560675,0.828395,0,0.500298
0.595,1,1.17217,0.561504,0,0.561504,0.827834,0,0.500298
0.596,1,1.17273,0.562332,0,0.562332,0.827273,0,0.500299
0.597,1,1.17329,0.563159,0,0.563159,0.826711,0,0.500299
0.598,1,1.17385,0.563986,0,0.563986,0.826147,0,0.5003
0.599,1,1.17442,0.564812,0,0.564812,0.825583,0,0.5003
0.6,1,1.17498,0.565637,0,0.565637,0.825019,0,0.500301
0.601,1,1.17555,0.566462,0,0.566462,0.824453,0,0.500301
0.602,1,1.17611,0.567287,0,0.567287,0.823886,0,0.500302
0.603,1,1.17668,0.568111,0,0.568111,0.823319,0,0.500302
0.604,1,1.17725,0.568934,0,0.568934,0.822751,0,0.500303
0.605,1,1.17782,0.569757,0,0.569757,0.822182,0,0.500303
0.606,1,1.17839,0.570579,0,0.570579,0.821612,0,0.500304
0.607,1,1.17896,0.571401,0,0.571401,0.821042,0,0.500304
0.608,1,1.17953,0.572222,0,0.572222,0.82047,0,0.500305
0.609,1,1.1801,0.573042,0,0.573042,0.819898,0,0.500305
0.61,1,1.18067,0.573862,0,0.573862,0.819325,0,0.500306
0.611,1,1.18125,0.574681,0,0.574681,0.818751,0,0.500306
0.612,1,1.18182,0.5755,0,0.5755,0.818177,0,0.500307
0.613,1,1.1824,0.576318,0,0.576318,0.817601,0,0.500307
0.614,1,1.18298,0.577136,0,0.577136,0.817025,0,0.500308
0.615,1,1.18355,0.577953,0,0.577953,0.816448,0,0.500308
0.616,1,1.18413,0.578769,0,0.578769,0.81587,0,0.500309
0.617,1,1.18471,0.579585,0,0.579585,0.815291,0,0.500309
0.618,1,1.18529,0.5804,0,0.5804,0.814711,0,0.50031
0.619,1,1.18587,0.581215,0,0.581215,0.814131,0,0.50031
0.62,1,1.18645,0.582029,0,0.582029,0.81355,0,0.500311
0.621,1,1.18703,0.582843,0,0.582843,0.812968,0,0.500311
0.622,1,1.18762,0.583656,0,0.583656,0.812385,0,0.500312
0.623,1,1.1882,0.584468,0,0.584468,0.811801,0,0.500312
0.624,1,1.18878,0.58528,0,0.58528,0.811217,0,0.500313
0.625,1,1.18937,0.586091,0,0.586091,0.810631,0,0.500313
0.626,1,1.18995,0.586902,0,0.586902,0.810045,0,0.500314
0.627,1,1.19054,0.587712,0,0.587712,0.809458,0,0.500314
0.628,1,1.19113,0.588521,0,0.588521,0.808871,0,0.500315
0.629,1,1.19172,0.58933,0,0.58933,0.808282,0,0.500315
0.63,1,1.19231,0.590138,0,0.590138,0.807693,0,0.500316
0.631,1,1.1929,0.590946,0,0.590946,0.807103,0,0.500316
0.632,1,1.19349,0.591753,0,0.591753,0.806512,0,0.500317
0.633,1,1.19408,0.59256,0,0.59256,0.80592,0,0.500317
0.634,1,1.19467,0.593366,0,0.593366,0.805327,0,0.500318
0.635,1,1.19527,0.594171,0,0.594171,0.804734,0,0.500318
0.636,1,1.19586,0.594976,0,0.594976,0.80414,0,0.500319
0.637,1,1.19646,0.59578,0,0.59578,0.803545,0,0.500319
0.638,1,1.19705,0.596583,0,0.596583,0.802949,0,0.50032
0.639,1,1.19765,0.597386,0,0.597386,0.802353,0,0.50032
0.64,1,1.19824,0.598189,0,0.598189,0.801755,0,0.500321
0.641,1,1.19884,0.598991,0,0.598991,0.801157,0,0.500321
0.642,1,1.19944,0.599792,0,0.599792,0.800558,0,0.500322
0.643,1,1.20004,0.600592,0,0.600592,0.799958,0,0.500322
0.644,1,1.20064,0.601392,0,0.601392,0.799358,0,0.500323
0.645,1,1.20124,0.602192,0,0.602192,0.798756,0,0.500323
0.646,1,1.20185,0.60299,0,0.60299,0.798154,0,0.500324
0.647,1,1.20245,0.603788,0,0.603788,0.797551,0,0.500324
0.648,1,1.20305,0.604586,0,0.604586,0.796947,0,0.500325
0.649,1,1.20366,0.605383,0,0.605383,0.796343,0,0.500325
0.65,1,1.20426,0.606179,0,0.606179,0.795737,0,0.500326
0.651,1,1.20487,0.606975,0,0.606975,0.795131,0,0.500326
0.652,1,1.20548,0.60777,0,0.60777,0.794524,0,0.500327
0.653,1,1.20608,0.608565,0,0.608565,0.793916,0,0.500327
0.654,1,1.20669,0.609359,0,0.609359,0.793308,0,0.500328
0.655,1,1.2073,0.610152,0,0.610152,0.792698,0,0.500328
0.656,1,1.20791,0.610945,0,0.610945,0.792088,0,0.500329
0.657,1,1.20852,0.611737,0,0.611737,0.791477,0,0.500329
0.658,1,1.20913,0.612528,0,0.612528,0.790866,0,0.50033
0.659,1,1.20975,0.613319,0,0.613319,0.790253,0,0.50033
0.66,1,1.21036,0.614109,0,0.614109,0.78964,0,0.500331
0.661,1,1.21097,0.614899,0,0.614899,0.789026,0,0.500331
0.662,1,1.21159,0.615688,0,0.615688,0.788411,0,0.500332
0.663,1,1.2122,0.616476,0,0.616476,0.787795,0,0.500332
0.664,1,1.21282,0.617264,0,0.617264,0.787179,0,0.500333
0.665,1,1.21344,0.618051,0,0.618051,0.786561,0,0.500333
0.666,1,1.21406,0.618838,0,0.618838,0.785943,0,0.500334
0.667,1,1.21468,0.619624,0,0.619624,0.785324,0,0.500334
0.668,1,1.2153,0.620409,0,0.620409,0.784705,0,0.500335
0.669,1,1.21592,0.621194,0,0.621194,0.784084,0,0.500335
0.67,1,1.21654,0.621978,0,0.621978,0.783463,0,0.500336
0.671,1,1.21716,0.622761,0,0.622761,0.782841,0,0.500336
0.672,1,1.21778,0.623544,0,0.623544,0.782218,0,0.500337
0.673,1,1.21841,0.624326,0,0.624326,0.781595,0,0.500337
0.674,1,1.21903,0.625108,0,0.625108,0.780971,0,0.500338
0.675,1,1.21965,0.625889,0,0.625889,0.780346,0,0.500338
0.676,1,1.22028,0.626669,0,0.626669,0.77972,0,0.500339
0.677,1,1.22091,0.627449,0,0.627449,0.779093,0,0.500339
0.678,1,1.22153,0.628228,0,0.628228,0.778466,0,0.50034
0.679,1,1.22216,0.629007,0,0.629007,0.777837,0,0.50034
0.68,1,1.22279,0.629785,0,0.629785,0.777208,0,0.500341
0.681,1,1.22342,0.630562,0,0.630562,0.776578,0,0.500341
0.682,1,1.22405,0.631338,0,0.631338,0.775948,0,0.500342
0.683,1,1.22468,0.632114,0,0.632114,0.775317,0,0.500342
0.684,1,1.22532,0.63289,0,0.63289,0.774684,0,0.500343
0.685,1,1.22595,0.633664,0,0.633664,0.774052,0,0.500343
0.686,1,1.22658,0.634438,0,0.634438,0.773418,0,0.500344
0.687,1,1.22722,0.635212,0,0.635212,0.772783,0,0.500344
0.688,1,1.22785,0.635984,0,0.635984,0.772148,0,0.500345
0.689,1,1.22849,0.636757,0,0.636757,0.771512,0,0.500345
0.69,1,1.22912,0.637528,0,0.637528,0.770876,0,0.500346
0.691,1,1.22976,0.638299,0,0.638299,0.770238,0,0.500346
0.692,1,1.2304,0.639069,0,0.639069,0.7696,0,0.500347
0.693,1,1.23104,0.639839,0,0.639839,0.768961,0,0.500347
0.694,1,1.23168,0.640608,0,0.640608,0.768321,0,0.500348
0.695,1,1.23232,0.641376,0,0.641376,0.76768,0,0.500348
0.696,1,1.23296,0.642144,0,0.642144,0.767039,0,0.500349
0.697,1,1.2336,0.642911,0,0.642911,0.766397,0,0.500349
0.698,1,1.23425,0.643677,0,0.643677,0.765754,0,0.50035
0.699,1,1.23489,0.644443,0,0.644443,0.76511,0,0.50035
0.7,1,1.23553,0.645208,0,0.645208,0.764466,0,0.500351
0.701,1,1.23618,0.645973,0,0.645973,0.76382,0,0.500351
0.702,1,1.23683,0.646736,0,0.646736,0.763174,0,0.500352
0.703,1,1.23747,0.6475,0,0.6475,0.762528,0,0.500352
0.704,1,1.23812,0.648262,0,0.648262,0.76188,0,0.500353
0.705,1,1.23877,0.649024,0,0.649024,0.761232,0,0.500353
0.706,1,1.23942,0.649785,0,0.649785,0.760583,0,0.500354
0.707,1,1.24007,0.650546,0,0.650546,0.759933,0,0.500354
0.708,1,1.24072,0.651306,0,0.651306,0.759283,0,0.500355
0.709,1,1.24137,0.652065,0,0.652065,0.758631,0,0.500355
0.71,1,1.24202,0.652824,0,0.652824,0.757979,0,0.500356
0.711,1,1.24267,0.653582,0,0.653582,0.757326,0,0.500356
0.712,1,1.24333,0.654339,0,0.654339,0.756673,0,0.500357
0.713,1,1.24398,0.655096,0,0.655096,0.756018,0,0.500357
0.714,1,1.24464,0.655852,0,0.655852,0.755363,0,0.500358
0.715,1,1.24529,0.656607,0,0.656607,0.754708,0,0.500358
0.716,1,1.24595,0.657362,0,0.657362,0.754051,0,0.500359
0.717,1,1.24661,0.658116,0,0.658116,0.753394,0,0.500359
0.718,1,1.24726,0.658869,0,0.658869,0.752735,0,0.50036
0.719,1,1.24792,0.659622,0,0.659622,0.752077,0,0.50036
0.72,1,1.24858,0.660374,0,0.660374,0.751417,0,0.500361
0.721,1,1.24924,0.661125,0,0.661125,0.750757,0,0.500361
0.722,1,1.2499,0.661876,0,0.661876,0.750095,0,0.500362
0.723,1,1.25057,0.662626,0,0.662626,0.749434,0,0.500362
0.724,1,1.25123,0.663376,0,0.663376,0.748771,0,0.500363
0.725,1,1.25189,0.664124,0,0.664124,0.748108,0,0.500363
0.726,1,1.25256,0.664873,0,0.664873,0.747443,0,0.500364
0.727,1,1.25322,0.66562,0,0.66562,0.746779,0,0.500364
0.728,1,1.25389,0.666367,0,0.666367,0.746113,0,0.500365
0.729,1,1.25455,0.667113,0,0.667113,0.745447,0,0.500365
0.73,1,1.25522,0.667858,0,0.667858,0.744779,0,0.500366
0.731,1,1.25589,0.668603,0,0.668603,0.744112,0,0.500366
0.732,1,1.25656,0.669347,0,0.669347,0.743443,0,0.500367
0.733,1,1.25723,0.670091,0,0.670091,0.742774,0,0.500367
0.734,1,1.2579,0.670833,0,0.670833,0.742104,0,0.500368
0.735,1,1.25857,0.671576,0,0.671576,0.741433,0,0.500368
0.736,1,1.25924,0.672317,0,0.672317,0.740761,0,0.500369
0.737,1,1.25991,0.673058,0,0.673058,0.740089,0,0.500369
0.738,1,1.26058,0.673798,0,0.673798,0.739416,0,0.50037
0.739,1,1.26126,0.674537,0,0.674537,0.738742,0,0.50037
0.74,1,1.26193,0.675276,0,0.675276,0.738067,0,0.500371
0.741,1,1.26261,0.676014,0,0.676014,0.737392,0,0.500371
0.742,1,1.26328,0.676751,0,0.676751,0.736716,0,0.500372
0.743,1,1.26396,0.677488,0,0.677488,0.736039,0,0.500372
0.744,1,1.26464,0.678224,0,0.678224,0.735362,0,0.500373
0.745,1,1.26532,0.67896,0,0.67896,0.734684,0,0.500373
0.746,1,1.266,0.679694,0,0.679694,0.734005,0,0.500374
0.747,1,1.26667,0.680428,0,0.680428,0.733325,0,0.500374
0.748,1,1.26736,0.681162,0,0.681162,0.732645,0,0.500375
0.749,1,1.26804,0.681894,0,0.681894,0.731963,0,0.500375
0.75,1,1.26872,0.682626,0,0.682626,0.731282,0,0.500376
0.751,1,1.2694,0.683357,0,0.683357,0.730599,0,0.500376
0.752,1,1.27008,0.684088,0,0.684088,0.729916,0,0.500377
0.753,1,1.27077,0.684818,0,0.684818,0.729232,0,0.500377
0.754,1,1.27145,0.685547,0,0.685547,0.728547,0,0.500378
0.755,1,1.27214,0.686276,0,0.686276,0.727861,0,0.500378
0.756,1,1.27283,0.687004,0,0.687004,0.727175,0,0.500379
0.757,1,1.27351,0.687731,0,0.687731,0.726488,0,0.500379
0.758,1,1.2742,0.688457,0,0.688457,0.7258,0,0.50038
0.759,1,1.27489,0.689183,0,0.689183,0.725112,0,0.50038
0.76,1,1.27558,0.689908,0,0.689908,0.724422,0,0.500381
0.761,1,1.27627,0.690633,0,0.690633,0.723733,0,0.500381
0.762,1,1.27696,0.691356,0,0.691356,0.723042,0,0.500382
0.763,1,1.27765,0.692079,0,0.692079,0.722351,0,0.500382
0.764,1,1.27834,0.692802,0,0.692802,0.721659,0,0.500383
0.765,1,1.27903,0.693523,0,0.693523,0.720966,0,0.500383
0.766,1,1.27973,0.694244,0,0.694244,0.720272,0,0.500384
0.767,1,1.28042,0.694965,0,0.694965,0.719578,0,0.500384
0.768,1,1.28112,0.695684,0,0.695684,0.718883,0,0.500385
0.769,1,1.28181,0.696403,0,0.696403,0.718187,0,0.500385
0.77,1,1.28251,0.697121,0,0.697121,0.717491,0,0.500386
0.771,1,1.28321,0.697839,0,0.697839,0.716794,0,0.500386
0.772,1,1.2839,0.698556,0,0.698556,0.716096,0,0.500387
0.773,1,1.2846,0.699272,0,0.699272,0.715397,0,0.500387
0.774,1,1.2853,0.699987,0,0.699987,0.714698,0,0.500388
0.775,1,1.286,0.700702,0,0.700702,0.713998,0,0.500388
0.776,1,1.2867,0.701416,0,0.701416,0.713297,0,0.500389
0.777,1,1.2874,0.702129,0,0.702129,0.712596,0,0.500389
0.778,1,1.28811,0.702842,0,0.702842,0.711894,0,0.50039
0.779,1,1.28881,0.703554,0,0.703554,0.711191,0,0.50039
0.78,1,1.28951,0.704265,0,0.704265,0.710487,0,0.500391
0.781,1,1.29022,0.704975,0,0.704975,0.709783,0,0.500391
0.782,1,1.29092,0.705685,0,0.705685,0.709078,0,0.500392
0.783,1,1.29163,0.706394,0,0.706394,0.708373,0,0.500392
0.784,1,1.29233,0.707102,0,0.707102,0.707666,0,0.500393
0.785,1,1.29304,0.70781,0,0.70781,0.706959,0,0.500393
0.786,1,1.29375,0.708517,0,0.708517,0.706251,0,0.500394
0.787,1,1.29446,0.709223,0,0.709223,0.705543,0,0.500394
0.788,1,1.29517,0.709929,0,0.709929,0.704834,0,0.500395
0.789,1,1.29588,0.710634,0,0.710634,0.704124,0,0.500395
0.79,1,1.29659,0.711338,0,0.711338,0.703413,0,0.500396
